NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	92	83		
GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	146	134		
GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	61	53		
GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	74	70		
GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	68	68		
GOBP_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	32	32		
GOBP_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	26	26		
GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT	67	62		
GOBP_NEGATIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	33	29		
GOBP_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	77	75		
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	28	28		
GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	43	42		
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	23	22		
GOBP_NEGATIVE_REGULATION_OF_GLUCONEOGENESIS	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLUCONEOGENESIS	19	19		
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	22	19		
GOBP_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY	28	28		
GOBP_POSITIVE_REGULATION_OF_TRANSLATION	141	138		
GOBP_RESPIRATORY_BURST	39	37		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	209	202		
GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR	36	36		
GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR	130	127		
GOBP_POSITIVE_REGULATION_OF_DNA_REPLICATION	39	39		
GOBP_POSITIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	54	53		
GOBP_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	27	26		
GOBP_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	37	37		
GOBP_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	48	45		
GOBP_NEGATIVE_REGULATION_OF_ACTION_POTENTIAL	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTION_POTENTIAL	8		Rejected!	
GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	52	47		
GOBP_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	32	29		
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION	35	33		
GOBP_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE	50	47		
GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE	35	33		
GOBP_POSITIVE_REGULATION_OF_OSSIFICATION	51	48		
GOBP_POSITIVE_REGULATION_OF_BONE_RESORPTION	18	18		
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION	482	466		
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE	404	392		
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE	354	339		
GOBP_NEGATIVE_REGULATION_OF_CELL_SIZE	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_SIZE	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_VOLUME	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS	58	56		
GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS	97	94		
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	109	108		
GOBP_TRANSCRIPTION_INITIATION_COUPLED_CHROMATIN_REMODELING	27	27		
GOBP_NEGATIVE_REGULATION_OF_GLYCOLYTIC_PROCESS	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLYCOLYTIC_PROCESS	21	21		
GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	78	77		
GOBP_NEGATIVE_REGULATION_OF_ISOTYPE_SWITCHING	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING	28	28		
GOBP_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	109	104		
GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	150	137		
GOBP_NEGATIVE_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	17	16		
GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_POTENTIAL	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_POTENTIAL	15	15		
GOBP_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	43	43		
GOBP_PH_REDUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS	328	316		
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS	366	355		
GOBP_NEGATIVE_REGULATION_OF_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE	16	16		
GOBP_NEGATIVE_REGULATION_OF_SISTER_CHROMATID_COHESION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SISTER_CHROMATID_COHESION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	35	35		
GOBP_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	38	36		
GOBP_REGULATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSLATIONAL_ELONGATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VASOCONSTRICTION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VASOCONSTRICTION	30	28		
GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION	46	45		
GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION	72	72		
GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	51	48		
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	79	78		
GOBP_POSITIVE_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_COMPLEMENT_ACTIVATION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXOCYTOSIS	37	34		
GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS	80	76		
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	40	38		
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	38	33		
GOBP_REGULATION_OF_FEMALE_RECEPTIVITY	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GROWTH	252	239		
GOBP_POSITIVE_REGULATION_OF_GROWTH	258	242		
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	243	237		
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	129	124		
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION	24	23		
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION	49	47		
GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1553		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	31	29		
GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	27	25		
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	35	33		
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	1221		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III	18	18		
GOBP_NEGATIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	19	19		
GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	31	30		
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	27	26		
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	25	23		
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	42	38		
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	31	30		
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	15		Rejected!	
GOBP_CARBON_CATABOLITE_REGULATION_OF_TRANSCRIPTION	5		Rejected!	
GOBP_REGULATION_OF_EMBRYONIC_DEVELOPMENT	93	90		
GOBP_NEGATIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	15	15		
GOBP_REGULATION_OF_TRANSCRIPTION_BY_GLUCOSE	7		Rejected!	
GOBP_ADP_METABOLIC_PROCESS	94	93		
GOBP_AMP_METABOLIC_PROCESS	25	24		
GOBP_ATP_METABOLIC_PROCESS	219	201		
GOBP_CMP_METABOLIC_PROCESS	7		Rejected!	
GOBP_GMP_METABOLIC_PROCESS	28	27		
GOBP_GTP_METABOLIC_PROCESS	25	23		
GOBP_IMP_METABOLIC_PROCESS	18	17		
GOBP_UMP_CATABOLIC_PROCESS	5		Rejected!	
GOBP_UTP_METABOLIC_PROCESS	12		Rejected!	
GOBP_DAMP_METABOLIC_PROCESS	7		Rejected!	
GOBP_DGMP_METABOLIC_PROCESS	5		Rejected!	
GOBP_CAMP_METABOLIC_PROCESS	23	22		
GOBP_CGMP_METABOLIC_PROCESS	16		Rejected!	
GOBP_DTMP_METABOLIC_PROCESS	6		Rejected!	
GOBP_DTTP_METABOLIC_PROCESS	5		Rejected!	
GOBP_DUMP_METABOLIC_PROCESS	8		Rejected!	
GOBP_DUMP_CATABOLIC_PROCESS	6		Rejected!	
GOBP_ADENOSINE_METABOLIC_PROCESS	10		Rejected!	
GOBP_CYTIDINE_METABOLIC_PROCESS	12		Rejected!	
GOBP_GUANINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_INOSINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_NUCLEOBASE_BIOSYNTHETIC_PROCESS	19	19		
GOBP_NUCLEOBASE_CATABOLIC_PROCESS	10		Rejected!	
GOBP_DEOXYRIBONUCLEOSIDE_CATABOLIC_PROCESS	6		Rejected!	
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	5		Rejected!	
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	5		Rejected!	
GOBP_PURINE_RIBONUCLEOSIDE_METABOLIC_PROCESS	21	20		
GOBP_PURINE_RIBONUCLEOSIDE_CATABOLIC_PROCESS	6		Rejected!	
GOBP_PYRIMIDINE_NUCLEOSIDE_CATABOLIC_PROCESS	16	15		
GOBP_NEGATIVE_REGULATION_OF_VITAMIN_METABOLIC_PROCESS	7		Rejected!	
GOBP_TETRAHYDROBIOPTERIN_METABOLIC_PROCESS	9		Rejected!	
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS	58	57		
GOBP_PIGMENT_CATABOLIC_PROCESS	11		Rejected!	
GOBP_ALCOHOL_CATABOLIC_PROCESS	54	52		
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS	140	135		
GOBP_POLYOL_BIOSYNTHETIC_PROCESS	62	60		
GOBP_POLYOL_CATABOLIC_PROCESS	27	26		
GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS	16	15		
GOBP_ALDEHYDE_CATABOLIC_PROCESS	14		Rejected!	
GOBP_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	48	45		
GOBP_REGULATION_OF_FATTY_ACID_OXIDATION	36	34		
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_OXIDATION	16	15		
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_OXIDATION	15		Rejected!	
GOBP_GLUCOSE_IMPORT	75	70		
GOBP_REGULATION_OF_GLUCOSE_IMPORT	59	54		
GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_IMPORT	16	15		
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_IMPORT	37	33		
GOBP_REGULATION_OF_JNK_CASCADE	140	139		
GOBP_NEGATIVE_REGULATION_OF_JNK_CASCADE	39	39		
GOBP_POSITIVE_REGULATION_OF_JNK_CASCADE	95	94		
GOBP_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	28	27		
GOBP_DIACYLGLYCEROL_METABOLIC_PROCESS	27	27		
GOBP_DIACYLGLYCEROL_CATABOLIC_PROCESS	5		Rejected!	
GOBP_CDP_DIACYLGLYCEROL_METABOLIC_PROCESS	14		Rejected!	
GOBP_AMINO_SUGAR_CATABOLIC_PROCESS	15	15		
GOBP_AMINO_SUGAR_BIOSYNTHETIC_PROCESS	11		Rejected!	
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS	96	93		
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS	50	48		
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS	238	218		
GOBP_5_PHOSPHORIBOSE_1_DIPHOSPHATE_METABOLIC_PROCESS	6		Rejected!	
GOBP_URATE_METABOLIC_PROCESS	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT	26	26		
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	162	156		
GOBP_L_CYSTEINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_ICOSANOID_BIOSYNTHETIC_PROCESS	61	55		
GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS	32	28		
GOBP_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS	15	15		
GOBP_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	49	48		
GOBP_NEUTRAL_LIPID_CATABOLIC_PROCESS	37	35		
GOBP_MONOACYLGLYCEROL_METABOLIC_PROCESS	14		Rejected!	
GOBP_DOLICHYL_DIPHOSPHATE_METABOLIC_PROCESS	5		Rejected!	
GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS	38	36		
GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS	150	144		
GOBP_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS	8		Rejected!	
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	76	75		
GOBP_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS	35	32		
GOBP_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	36	35		
GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS	210	206		
GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	34	33		
GOBP_GLYCOSYLCERAMIDE_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_GLYCOSYLCERAMIDE_CATABOLIC_PROCESS	7		Rejected!	
GOBP_GLYCOSPHINGOLIPID_CATABOLIC_PROCESS	14		Rejected!	
GOBP_GLYCEROLIPID_METABOLIC_PROCESS	385	373		
GOBP_GLYOXYLATE_METABOLIC_PROCESS	8		Rejected!	
GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	154	149		
GOBP_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS	16	16		
GOBP_PROTOPORPHYRINOGEN_IX_METABOLIC_PROCESS	11		Rejected!	
GOBP_GLYCEROLIPID_CATABOLIC_PROCESS	64	61		
GOBP_SPHINGOSINE_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_CERAMIDE_BIOSYNTHETIC_PROCESS	68	64		
GOBP_CERAMIDE_CATABOLIC_PROCESS	20	18		
GOBP_SPHINGOID_METABOLIC_PROCESS	22	21		
GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION	62	59		
GOBP_NEGATIVE_REGULATION_OF_PHOTORECEPTOR_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_SALIVA_SECRETION	13		Rejected!	
GOBP_DEVELOPMENT_OF_SECONDARY_FEMALE_SEXUAL_CHARACTERISTICS	6		Rejected!	
GOBP_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS	106	102		
GOBP_RETINAL_ROD_CELL_DEVELOPMENT	8		Rejected!	
GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	185	180		
GOBP_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	48	46		
GOBP_NEGATIVE_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	22	22		
GOBP_REGULATION_OF_CENTRIOLE_REPLICATION	23	23		
GOBP_NEGATIVE_REGULATION_OF_CENTRIOLE_REPLICATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CENTRIOLE_REPLICATION	9		Rejected!	
GOBP_REGULATION_OF_MITOTIC_CENTROSOME_SEPARATION	9		Rejected!	
GOBP_REGULATION_OF_CENTROSOME_CYCLE	54	53		
GOBP_XENOBIOTIC_EXPORT_FROM_CELL	27	24		
GOBP_REGULATION_OF_ORGAN_GROWTH	102	94		
GOBP_NEGATIVE_REGULATION_OF_ORGAN_GROWTH	39	38		
GOBP_POSITIVE_REGULATION_OF_ORGAN_GROWTH	52	46		
GOBP_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY	73	71		
GOBP_GAMMA_DELTA_T_CELL_ACTIVATION	26	22		
GOBP_ALPHA_BETA_T_CELL_ACTIVATION	175	171		
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION	119	119		
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION	47	47		
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	114	113		
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	72	71		
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	45	45		
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	73	73		
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	52	52		
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	27	27		
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	25	25		
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	16	16		
GOBP_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION	9		Rejected!	
GOBP_LYMPHOCYTE_ACTIVATION	784		Rejected!	
GOBP_TETRAHYDROFOLATE_METABOLIC_PROCESS	15		Rejected!	
GOBP_TETRAHYDROFOLATE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_FOLIC_ACID_METABOLIC_PROCESS	16	15		
GOBP_FEMALE_SEX_DIFFERENTIATION	122	116		
GOBP_MALE_SEX_DIFFERENTIATION	168	159		
GOBP_RETINAL_CELL_PROGRAMMED_CELL_DEATH	6		Rejected!	
GOBP_RESPONSE_TO_ANTIBIOTIC	47	46		
GOBP_RESPONSE_TO_ORGANOPHOSPHORUS	129	121		
GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE	32	32		
GOBP_RESPONSE_TO_CADMIUM_ION	54	54		
GOBP_RESPONSE_TO_COPPER_ION	42	37		
GOBP_RESPONSE_TO_MERCURY_ION	11		Rejected!	
GOBP_DECIDUALIZATION	25	25		
GOBP_HETEROCYCLE_CATABOLIC_PROCESS	499	484		
GOBP_GDP_METABOLIC_PROCESS	11		Rejected!	
GOBP_MUSCLE_CELL_CELLULAR_HOMEOSTASIS	23	23		
GOBP_ACID_SECRETION	48	46		
GOBP_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL	7		Rejected!	
GOBP_NON_LYTIC_VIRAL_RELEASE	15		Rejected!	
GOBP_VIRAL_BUDDING	28	27		
GOBP_PROTEIN_AUTOPHOSPHORYLATION	227	222		
GOBP_REGULATION_OF_VIRAL_TRANSCRIPTION	19	19		
GOBP_MICROTUBULE_POLYMERIZATION	88	87		
GOBP_TRANSPORT_OF_VIRUS	23	23		
GOBP_RECEPTOR_MEDIATED_VIRION_ATTACHMENT_TO_HOST_CELL	7		Rejected!	
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	107	106		
GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	23	23		
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	60	60		
GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	32	32		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	17	17		
GOBP_REGULATION_OF_RNA_EXPORT_FROM_NUCLEUS	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RNA_EXPORT_FROM_NUCLEUS	5		Rejected!	
GOBP_LIPID_PHOSPHORYLATION	16	16		
GOBP_CARBOHYDRATE_PHOSPHORYLATION	25	25		
GOBP_GLYCOLIPID_TRANSPORT	8		Rejected!	
GOBP_PHOSPHOLIPID_DEPHOSPHORYLATION	39	39		
GOBP_FILOPODIUM_ASSEMBLY	70	68		
GOBP_BONE_REMODELING	88	87		
GOBP_REGULATION_OF_BONE_REMODELING	49	49		
GOBP_NEGATIVE_REGULATION_OF_BONE_REMODELING	18	18		
GOBP_PHOSPHATIDYLINOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	61	58		
GOBP_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	25	25		
GOBP_ISOPRENOID_TRANSPORT	5		Rejected!	
GOBP_QUINOLINATE_METABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_SALIVA_SECRETION	8		Rejected!	
GOBP_REGULATION_OF_HORMONE_SECRETION	250	241		
GOBP_FOLLICLE_STIMULATING_HORMONE_SECRETION	8		Rejected!	
GOBP_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	25	25		
GOBP_POSITIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION	138	135		
GOBP_NEGATIVE_REGULATION_OF_HORMONE_SECRETION	65	63		
GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	86	80		
GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	181	172		
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY	61	61		
GOBP_SECRETION	963		Rejected!	
GOBP_INTRACELLULAR_TRANSPORT	1591		Rejected!	
GOBP_REGULATION_OF_NEUROTRANSMITTER_SECRETION	82	80		
GOBP_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	6		Rejected!	
GOBP_PORE_COMPLEX_ASSEMBLY	21	21		
GOBP_NUCLEOTIDE_PHOSPHORYLATION	104	101		
GOBP_NUCLEOSIDE_MONOPHOSPHATE_PHOSPHORYLATION	11		Rejected!	
GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS	27	27		
GOBP_KETONE_BODY_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_REGULATION_OF_HEMOGLOBIN_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEMOGLOBIN_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_REGULATION_OF_RESPONSE_TO_OSMOTIC_STRESS	16	16		
GOBP_VESICLE_TRANSPORT_ALONG_MICROTUBULE	46	46		
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	72	70		
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_LIPID_ANTIGEN_VIA_MHC_CLASS_IB	7		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_ENDOGENOUS_LIPID_ANTIGEN_VIA_MHC_CLASS_IB	5		Rejected!	
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	58	57		
GOBP_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	50	49		
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	58	56		
GOBP_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	24	23		
GOBP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	13		Rejected!	
GOBP_EPHRIN_RECEPTOR_SIGNALING_PATHWAY	52	50		
GOBP_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING	57	55		
GOBP_INOSITOL_LIPID_MEDIATED_SIGNALING	176	173		
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	107	102		
GOBP_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	31	28		
GOBP_FOCAL_ADHESION_ASSEMBLY	86	83		
GOBP_EMBRYONIC_EYE_MORPHOGENESIS	35	30		
GOBP_POST_EMBRYONIC_EYE_MORPHOGENESIS	7		Rejected!	
GOBP_DEVELOPMENTAL_PIGMENTATION	48	48		
GOBP_EYE_PIGMENTATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PIGMENTATION	9		Rejected!	
GOBP_AUTOPHAGIC_CELL_DEATH	8		Rejected!	
GOBP_SOMATIC_STEM_CELL_DIVISION	12		Rejected!	
GOBP_ASTROCYTE_ACTIVATION	24	23		
GOBP_FIBROBLAST_PROLIFERATION	103	101		
GOBP_REGULATION_OF_FIBROBLAST_PROLIFERATION	87	85		
